Datetime,solar_mw,wind-direction,wind-speed,humidity,average-wind-speed-(period),average-pressure-(period),temperature
09/06/2012 7:00,9033,,,,,,
09/06/2012 6:00,8065,,,,,,
09/06/2012 5:00,7451,,,,,,
09/06/2012 4:00,7315,,,,,,
09/06/2012 3:00,7439,,,,,,
09/06/2012 2:00,7681,,,,,,
09/06/2012 1:00,8170,,,,,,
09/06/2012 0:00,8980,,,,,,
08/06/2012 23:00,10191,,,,,,
08/06/2012 22:00,11291,,,,,,
08/06/2012 21:00,11639,,,,,,
08/06/2012 20:00,11991,,,,,,
08/06/2012 19:00,12553,,,,,,
08/06/2012 18:00,12821,,,,,,
08/06/2012 17:00,12804,,,,,,
08/06/2012 16:00,12543,,,,,,
08/06/2012 15:00,12193,,,,,,
08/06/2012 14:00,11819,,,,,,
08/06/2012 13:00,11514,,,,,,
08/06/2012 12:00,11280,,,,,,
08/06/2012 11:00,10971,,,,,,
08/06/2012 10:00,10571,,,,,,
08/06/2012 9:00,10124,,,,,,
08/06/2012 8:00,9594,,,,,,
08/06/2012 7:00,8832,,,,,,
08/06/2012 6:00,7989,,,,,,
08/06/2012 5:00,7425,,,,,,
08/06/2012 4:00,7326,,,,,,
08/06/2012 3:00,7545,,,,,,
08/06/2012 2:00,7832,,,,,,
08/06/2012 1:00,8313,,,,,,
08/06/2012 0:00,9177,,,,,,
07/06/2012 23:00,10355,,,,,,
07/06/2012 22:00,11527,,,,,,
07/06/2012 21:00,11806,,,,,,
07/06/2012 20:00,12129,,,,,,
07/06/2012 19:00,12660,,,,,,
07/06/2012 18:00,13025,,,,,,
07/06/2012 17:00,12990,,,,,,
07/06/2012 16:00,12797,,,,,,
07/06/2012 15:00,12621,,,,,,
07/06/2012 14:00,12456,,,,,,
07/06/2012 13:00,12192,,,,,,
07/06/2012 12:00,12003,,,,,,
07/06/2012 11:00,11687,,,,,,
07/06/2012 10:00,11258,,,,,,
07/06/2012 9:00,10756,,,,,,
07/06/2012 8:00,10173,,,,,,
07/06/2012 7:00,9259,,,,,,
07/06/2012 6:00,8453,,,,,,
07/06/2012 5:00,8018,,,,,,
07/06/2012 4:00,8015,,,,,,
07/06/2012 3:00,8265,,,,,,
07/06/2012 2:00,8797,,,,,,
07/06/2012 1:00,9473,,,,,,
07/06/2012 0:00,10520,,,,,,
06/06/2012 23:00,11786,,,,,,
06/06/2012 22:00,13020,,,,,,
06/06/2012 21:00,13696,,,,,,
06/06/2012 20:00,14149,,,,,,
06/06/2012 19:00,14680,,,,,,
06/06/2012 18:00,14995,,,,,,
06/06/2012 17:00,15140,,,,,,
06/06/2012 16:00,15240,,,,,,
06/06/2012 15:00,15503,,,,,,
06/06/2012 14:00,15545,,,,,,
06/06/2012 13:00,15088,,,,,,
06/06/2012 12:00,14538,,,,,,
06/06/2012 11:00,13906,,,,,,
06/06/2012 10:00,12766,,,,,,
06/06/2012 9:00,11516,,,,,,
06/06/2012 8:00,10225,,,,,,
06/06/2012 7:00,9326,,,,,,
06/06/2012 6:00,9221,,,,,,
06/06/2012 5:00,9288,,,,,,
06/06/2012 4:00,9503,,,,,,
06/06/2012 3:00,9850,,,,,,
06/06/2012 2:00,10311,,,,,,
06/06/2012 1:00,11151,,,,,,
06/06/2012 0:00,12146,,,,,,
05/06/2012 23:00,13216,,,,,,
05/06/2012 22:00,14272,,,,,,
05/06/2012 21:00,14685,,,,,,
05/06/2012 20:00,14967,,,,,,
05/06/2012 19:00,15521,,,,,,
05/06/2012 18:00,15877,,,,,,
05/06/2012 17:00,15964,,,,,,
05/06/2012 16:00,15801,,,,,,
05/06/2012 15:00,15683,,,,,,
05/06/2012 14:00,15559,,,,,,
05/06/2012 13:00,15268,,,,,,
05/06/2012 12:00,14693,,,,,,
05/06/2012 11:00,13831,,,,,,
05/06/2012 10:00,12624,,,,,,
05/06/2012 9:00,11519,,,,,,
05/06/2012 8:00,10217,,,,,,
05/06/2012 7:00,9267,,,,,,
05/06/2012 6:00,9153,,,,,,
05/06/2012 5:00,9127,,,,,,
05/06/2012 4:00,9289,,,,,,
05/06/2012 3:00,9626,,,,,,
05/06/2012 2:00,10143,,,,,,
05/06/2012 1:00,10852,,,,,,
05/06/2012 0:00,11896,,,,,,
04/06/2012 23:00,13103,,,,,,
04/06/2012 22:00,14177,,,,,,
04/06/2012 21:00,14659,,,,,,
04/06/2012 20:00,14924,,,,,,
04/06/2012 19:00,15542,,,,,,
04/06/2012 18:00,16169,,,,,,
04/06/2012 17:00,16508,,,,,,
04/06/2012 16:00,16487,,,,,,
04/06/2012 15:00,16272,,,,,,
04/06/2012 14:00,15868,,,,,,
04/06/2012 13:00,15289,,,,,,
04/06/2012 12:00,14612,,,,,,
04/06/2012 11:00,13758,,,,,,
04/06/2012 10:00,12836,,,,,,
04/06/2012 9:00,11947,,,,,,
04/06/2012 8:00,11022,,,,,,
04/06/2012 7:00,10008,,,,,,
04/06/2012 6:00,9016,,,,,,
04/06/2012 5:00,8543,,,,,,
04/06/2012 4:00,8484,,,,,,
04/06/2012 3:00,8722,,,,,,
04/06/2012 2:00,9135,,,,,,
04/06/2012 1:00,9814,,,,,,
04/06/2012 0:00,10844,,,,,,
03/06/2012 23:00,12105,,,,,,
03/06/2012 22:00,13351,,,,,,
03/06/2012 21:00,13841,,,,,,
03/06/2012 20:00,14240,,,,,,
03/06/2012 19:00,14889,,,,,,
03/06/2012 18:00,15528,,,,,,
03/06/2012 17:00,16011,,,,,,
03/06/2012 16:00,16086,,,,,,
03/06/2012 15:00,15893,,,,,,
03/06/2012 14:00,15447,,,,,,
03/06/2012 13:00,14922,,,,,,
03/06/2012 12:00,14296,,,,,,
03/06/2012 11:00,13541,,,,,,
03/06/2012 10:00,12825,,,,,,
03/06/2012 9:00,12014,,,,,,
03/06/2012 8:00,11320,,,,,,
03/06/2012 7:00,10438,,,,,,
03/06/2012 6:00,9510,,,,,,
03/06/2012 5:00,8977,,,,,,
03/06/2012 4:00,8891,,,,,,
03/06/2012 3:00,9102,,,,,,
03/06/2012 2:00,9530,,,,,,
03/06/2012 1:00,10240,,,,,,
03/06/2012 0:00,11346,,,,,,
02/06/2012 23:00,12814,,,,,,
02/06/2012 22:00,14219,,,,,,
02/06/2012 21:00,14754,,,,,,
02/06/2012 20:00,15100,,,,,,
02/06/2012 19:00,15724,,,,,,
02/06/2012 18:00,16218,,,,,,
02/06/2012 17:00,16239,,,,,,
02/06/2012 16:00,15974,,,,,,
02/06/2012 15:00,15632,,,,,,
02/06/2012 14:00,15167,,,,,,
02/06/2012 13:00,14490,,,,,,
02/06/2012 12:00,13483,,,,,,
02/06/2012 11:00,12871,,,,,,
02/06/2012 10:00,12242,,,,,,
02/06/2012 9:00,11616,,,,,,
02/06/2012 8:00,11010,,,,,,
02/06/2012 7:00,10050,,,,,,
02/06/2012 6:00,9097,,,,,,
02/06/2012 5:00,8539,,,,,,
02/06/2012 4:00,8451,,,,,,
02/06/2012 3:00,8696,,,,,,
02/06/2012 2:00,9116,,,,,,
02/06/2012 1:00,9751,,,,,,
02/06/2012 0:00,10794,,,,,,
01/06/2012 23:00,12123,,,,,,
01/06/2012 22:00,13480,,,,,,
01/06/2012 21:00,13960,,,,,,
01/06/2012 20:00,14295,,,,,,
01/06/2012 19:00,14826,,,,,,
01/06/2012 18:00,15279,,,,,,
01/06/2012 17:00,15161,,,,,,
01/06/2012 16:00,14718,,,,,,
01/06/2012 15:00,14529,,,,,,
01/06/2012 14:00,14415,,,,,,
01/06/2012 13:00,14031,,,,,,
01/06/2012 12:00,13486,,,,,,
01/06/2012 11:00,12834,,,,,,
01/06/2012 10:00,12209,,,,,,
01/06/2012 9:00,11695,,,,,,
01/06/2012 8:00,11099,,,,,,
01/06/2012 7:00,10207,,,,,,
01/06/2012 6:00,9279,,,,,,
01/06/2012 5:00,8759,,,,,,
01/06/2012 4:00,8727,,,,,,
01/06/2012 3:00,9004,,,,,,
01/06/2012 2:00,9452,,,,,,
01/06/2012 1:00,10112,,,,,,
01/06/2012 0:00,11171,,,,,,
31/05/2012 23:00,12493,,,,,,
31/05/2012 22:00,13721,,,,,,
31/05/2012 21:00,14227,,,,,,
31/05/2012 20:00,14476,,,,,,
31/05/2012 19:00,15034,,,,,,
31/05/2012 18:00,15516,,,,,,
31/05/2012 17:00,15710,,,,,,
31/05/2012 16:00,15615,,,,,,
31/05/2012 15:00,15381,,,,,,
31/05/2012 14:00,15105,,,,,,
31/05/2012 13:00,14711,,,,,,
31/05/2012 12:00,13992,,,,,,
31/05/2012 11:00,13042,,,,,,
31/05/2012 10:00,11794,,,,,,
31/05/2012 9:00,10364,,,,,,
31/05/2012 8:00,9146,,,,,,
31/05/2012 7:00,8370,,,,,,
31/05/2012 6:00,8253,,,,,,
31/05/2012 5:00,8187,,,,,,
31/05/2012 4:00,8267,,,,,,
31/05/2012 3:00,8536,,,,,,
31/05/2012 2:00,8880,,,,,,
31/05/2012 1:00,9528,,,,,,
31/05/2012 0:00,10404,,,,,,
30/05/2012 23:00,11466,,,,,,
30/05/2012 22:00,12374,,,,,,
30/05/2012 21:00,12735,,,,,,
30/05/2012 20:00,13249,,,,,,
30/05/2012 19:00,13900,,,,,,
30/05/2012 18:00,14259,,,,,,
30/05/2012 17:00,14276,,,,,,
30/05/2012 16:00,14058,,,,,,
30/05/2012 15:00,13793,,,,,,
30/05/2012 14:00,13447,,,,,,
30/05/2012 13:00,13018,,,,,,
30/05/2012 12:00,12426,,,,,,
30/05/2012 11:00,11644,,,,,,
30/05/2012 10:00,10693,,,,,,
30/05/2012 9:00,9547,,,,,,
30/05/2012 8:00,8266,,,,,,
30/05/2012 7:00,7600,,,,,,
30/05/2012 6:00,7610,,,,,,
30/05/2012 5:00,7637,,,,,,
30/05/2012 4:00,7769,,,,,,
30/05/2012 3:00,8010,,,,,,
30/05/2012 2:00,8423,,,,,,
30/05/2012 1:00,9008,,,,,,
30/05/2012 0:00,9858,,,,,,
29/05/2012 23:00,10793,,,,,,
29/05/2012 22:00,11570,,,,,,
29/05/2012 21:00,11831,,,,,,
29/05/2012 20:00,12058,,,,,,
29/05/2012 19:00,12530,,,,,,
29/05/2012 18:00,12642,,,,,,
29/05/2012 17:00,12551,,,,,,
29/05/2012 16:00,12250,,,,,,
29/05/2012 15:00,11927,,,,,,
29/05/2012 14:00,11627,,,,,,
29/05/2012 13:00,11324,,,,,,
29/05/2012 12:00,10948,,,,,,
29/05/2012 11:00,10533,,,,,,
29/05/2012 10:00,10051,,,,,,
29/05/2012 9:00,9217,,,,,,
29/05/2012 8:00,8264,,,,,,
29/05/2012 7:00,7671,,,,,,
29/05/2012 6:00,7455,,,,,,
29/05/2012 5:00,7422,,,,,,
29/05/2012 4:00,7454,,,,,,
29/05/2012 3:00,7703,,,,,,
29/05/2012 2:00,8013,,,,,,
29/05/2012 1:00,8506,,,,,,
29/05/2012 0:00,9306,,,,,,
28/05/2012 23:00,10198,,,,,,
28/05/2012 22:00,10968,,,,,,
28/05/2012 21:00,11316,,,,,,
28/05/2012 20:00,11437,,,,,,
28/05/2012 19:00,12011,,,,,,
28/05/2012 18:00,12503,,,,,,
28/05/2012 17:00,12806,,,,,,
28/05/2012 16:00,12873,,,,,,
28/05/2012 15:00,12753,,,,,,
28/05/2012 14:00,12508,,,,,,
28/05/2012 13:00,12116,,,,,,
28/05/2012 12:00,11790,,,,,,
28/05/2012 11:00,11449,,,,,,
28/05/2012 10:00,10989,,,,,,
28/05/2012 9:00,10557,,,,,,
28/05/2012 8:00,10002,,,,,,
28/05/2012 7:00,9233,,,,,,
28/05/2012 6:00,8391,,,,,,
28/05/2012 5:00,7892,,,,,,
28/05/2012 4:00,7876,,,,,,
28/05/2012 3:00,8176,,,,,,
28/05/2012 2:00,8624,,,,,,
28/05/2012 1:00,9333,,,,,,
28/05/2012 0:00,10385,,,,,,
27/05/2012 23:00,11880,,,,,,
27/05/2012 22:00,13382,,,,,,
27/05/2012 21:00,14186,,,,,,
27/05/2012 20:00,14459,,,,,,
27/05/2012 19:00,15136,,,,,,
27/05/2012 18:00,15707,,,,,,
27/05/2012 17:00,15832,,,,,,
27/05/2012 16:00,15945,,,,,,
27/05/2012 15:00,15788,,,,,,
27/05/2012 14:00,15348,,,,,,
27/05/2012 13:00,14644,,,,,,
27/05/2012 12:00,13951,,,,,,
27/05/2012 11:00,13065,,,,,,
27/05/2012 10:00,12179,,,,,,
27/05/2012 9:00,11325,,,,,,
27/05/2012 8:00,10590,,,,,,
27/05/2012 7:00,9540,,,,,,
27/05/2012 6:00,8556,,,,,,
27/05/2012 5:00,7985,,,,,,
27/05/2012 4:00,7915,,,,,,
27/05/2012 3:00,8098,,,,,,
27/05/2012 2:00,8519,,,,,,
27/05/2012 1:00,9083,,,,,,
27/05/2012 0:00,10063,,,,,,
26/05/2012 23:00,11460,,,,,,
26/05/2012 22:00,12660,,,,,,
26/05/2012 21:00,13164,,,,,,
26/05/2012 20:00,13333,,,,,,
26/05/2012 19:00,13779,,,,,,
26/05/2012 18:00,14127,,,,,,
26/05/2012 17:00,14037,,,,,,
26/05/2012 16:00,13694,,,,,,
26/05/2012 15:00,13335,,,,,,
26/05/2012 14:00,12950,,,,,,
26/05/2012 13:00,12418,,,,,,
26/05/2012 12:00,11925,,,,,,
26/05/2012 11:00,11427,,,,,,
26/05/2012 10:00,10829,,,,,,
26/05/2012 9:00,10269,,,,,,
26/05/2012 8:00,9730,,,,,,
26/05/2012 7:00,8911,,,,,,
26/05/2012 6:00,7885,,,,,,
26/05/2012 5:00,7327,,,,,,
26/05/2012 4:00,7220,,,,,,
26/05/2012 3:00,7340,,,,,,
26/05/2012 2:00,7667,,,,,,
26/05/2012 1:00,8122,,,,,,
26/05/2012 0:00,9011,,,,,,
25/05/2012 23:00,10146,,,,,,
25/05/2012 22:00,11249,,,,,,
25/05/2012 21:00,11650,,,,,,
25/05/2012 20:00,11762,,,,,,
25/05/2012 19:00,12121,,,,,,
25/05/2012 18:00,12434,,,,,,
25/05/2012 17:00,12308,,,,,,
25/05/2012 16:00,11964,,,,,,
25/05/2012 15:00,11726,,,,,,
25/05/2012 14:00,11506,,,,,,
25/05/2012 13:00,11270,,,,,,
25/05/2012 12:00,11032,,,,,,
25/05/2012 11:00,10778,,,,,,
25/05/2012 10:00,10443,,,,,,
25/05/2012 9:00,10157,,,,,,
25/05/2012 8:00,9929,,,,,,
25/05/2012 7:00,9262,,,,,,
25/05/2012 6:00,8197,,,,,,
25/05/2012 5:00,7575,,,,,,
25/05/2012 4:00,7454,,,,,,
25/05/2012 3:00,7563,,,,,,
25/05/2012 2:00,7825,,,,,,
25/05/2012 1:00,8304,,,,,,
25/05/2012 0:00,9122,,,,,,
24/05/2012 23:00,10188,,,,,,
24/05/2012 22:00,11173,,,,,,
24/05/2012 21:00,11458,,,,,,
24/05/2012 20:00,11524,,,,,,
24/05/2012 19:00,11869,,,,,,
24/05/2012 18:00,11978,,,,,,
24/05/2012 17:00,11817,,,,,,
24/05/2012 16:00,11566,,,,,,
24/05/2012 15:00,11326,,,,,,
24/05/2012 14:00,11071,,,,,,
24/05/2012 13:00,10795,,,,,,
24/05/2012 12:00,10616,,,,,,
24/05/2012 11:00,10430,,,,,,
24/05/2012 10:00,10208,,,,,,
24/05/2012 9:00,9959,,,,,,
24/05/2012 8:00,9772,,,,,,
24/05/2012 7:00,9023,,,,,,
24/05/2012 6:00,8010,,,,,,
24/05/2012 5:00,7394,,,,,,
24/05/2012 4:00,7186,,,,,,
24/05/2012 3:00,7304,,,,,,
24/05/2012 2:00,7536,,,,,,
24/05/2012 1:00,7958,,,,,,
24/05/2012 0:00,8710,,,,,,
23/05/2012 23:00,9672,,,,,,
23/05/2012 22:00,10531,,,,,,
23/05/2012 21:00,10700,,,,,,
23/05/2012 20:00,10584,,,,,,
23/05/2012 19:00,10705,,,,,,
23/05/2012 18:00,10746,,,,,,
23/05/2012 17:00,10830,,,,,,
23/05/2012 16:00,10767,,,,,,
23/05/2012 15:00,10778,,,,,,
23/05/2012 14:00,10706,,,,,,
23/05/2012 13:00,10682,,,,,,
23/05/2012 12:00,10356,,,,,,
23/05/2012 11:00,10007,,,,,,
23/05/2012 10:00,9348,,,,,,
23/05/2012 9:00,8543,,,,,,
23/05/2012 8:00,7675,,,,,,
23/05/2012 7:00,7262,,,,,,
23/05/2012 6:00,7199,,,,,,
23/05/2012 5:00,7124,,,,,,
23/05/2012 4:00,7186,,,,,,
23/05/2012 3:00,7393,,,,,,
23/05/2012 2:00,7735,,,,,,
23/05/2012 1:00,8191,,,,,,
23/05/2012 0:00,8886,,,,,,
22/05/2012 23:00,9566,,,,,,
22/05/2012 22:00,10272,,,,,,
22/05/2012 21:00,10515,,,,,,
22/05/2012 20:00,10421,,,,,,
22/05/2012 19:00,10654,,,,,,
22/05/2012 18:00,10889,,,,,,
22/05/2012 17:00,10905,,,,,,
22/05/2012 16:00,10909,,,,,,
22/05/2012 15:00,10890,,,,,,
22/05/2012 14:00,10776,,,,,,
22/05/2012 13:00,10574,,,,,,
22/05/2012 12:00,10237,,,,,,
22/05/2012 11:00,9780,,,,,,
22/05/2012 10:00,9306,,,,,,
22/05/2012 9:00,8669,,,,,,
22/05/2012 8:00,7835,,,,,,
22/05/2012 7:00,7379,,,,,,
22/05/2012 6:00,7152,,,,,,
22/05/2012 5:00,7017,,,,,,
22/05/2012 4:00,7065,,,,,,
22/05/2012 3:00,7349,,,,,,
22/05/2012 2:00,7719,,,,,,
22/05/2012 1:00,8198,,,,,,
22/05/2012 0:00,9088,,,,,,
21/05/2012 23:00,10043,,,,,,
21/05/2012 22:00,10872,,,,,,
21/05/2012 21:00,11193,,,,,,
21/05/2012 20:00,11299,,,,,,
21/05/2012 19:00,11984,,,,,,
21/05/2012 18:00,12445,,,,,,
21/05/2012 17:00,12572,,,,,,
21/05/2012 16:00,12471,,,,,,
21/05/2012 15:00,12207,,,,,,
21/05/2012 14:00,11844,,,,,,
21/05/2012 13:00,11443,,,,,,
21/05/2012 12:00,11050,,,,,,
21/05/2012 11:00,10599,,,,,,
21/05/2012 10:00,10103,,,,,,
21/05/2012 9:00,9655,,,,,,
21/05/2012 8:00,9292,,,,,,
21/05/2012 7:00,8541,,,,,,
21/05/2012 6:00,7542,,,,,,
21/05/2012 5:00,7017,,,,,,
21/05/2012 4:00,6963,,,,,,
21/05/2012 3:00,7058,,,,,,
21/05/2012 2:00,7314,,,,,,
21/05/2012 1:00,7802,,,,,,
21/05/2012 0:00,8670,,,,,,
20/05/2012 23:00,9749,,,,,,
20/05/2012 22:00,10830,,,,,,
20/05/2012 21:00,11092,,,,,,
20/05/2012 20:00,11129,,,,,,
20/05/2012 19:00,11417,,,,,,
20/05/2012 18:00,11654,,,,,,
20/05/2012 17:00,11568,,,,,,
20/05/2012 16:00,11267,,,,,,
20/05/2012 15:00,10990,,,,,,
20/05/2012 14:00,10798,,,,,,
20/05/2012 13:00,10522,,,,,,
20/05/2012 12:00,10278,,,,,,
20/05/2012 11:00,10111,,,,,,
20/05/2012 10:00,9782,,,,,,
20/05/2012 9:00,9557,,,,,,
20/05/2012 8:00,9250,,,,,,
20/05/2012 7:00,8564,,,,,,
20/05/2012 6:00,7638,,,,,,
20/05/2012 5:00,7006,,,,,,
20/05/2012 4:00,6824,,,,,,
20/05/2012 3:00,6886,,,,,,
20/05/2012 2:00,7098,,,,,,
20/05/2012 1:00,7455,,,,,,
20/05/2012 0:00,8078,,,,,,
19/05/2012 23:00,8978,,,,,,
19/05/2012 22:00,9803,,,,,,
19/05/2012 21:00,10092,,,,,,
19/05/2012 20:00,9792,,,,,,
19/05/2012 19:00,9774,,,,,,
19/05/2012 18:00,9838,,,,,,
19/05/2012 17:00,9779,,,,,,
19/05/2012 16:00,9658,,,,,,
19/05/2012 15:00,9676,,,,,,
19/05/2012 14:00,9709,,,,,,
19/05/2012 13:00,9622,,,,,,
19/05/2012 12:00,9586,,,,,,
19/05/2012 11:00,9569,,,,,,
19/05/2012 10:00,9435,,,,,,
19/05/2012 9:00,9442,,,,,,
19/05/2012 8:00,9331,,,,,,
19/05/2012 7:00,8775,,,,,,
19/05/2012 6:00,7787,,,,,,
19/05/2012 5:00,7128,,,,,,
19/05/2012 4:00,6945,,,,,,
19/05/2012 3:00,6966,,,,,,
19/05/2012 2:00,7098,,,,,,
19/05/2012 1:00,7429,,,,,,
19/05/2012 0:00,8022,,,,,,
18/05/2012 23:00,8824,,,,,,
18/05/2012 22:00,9618,,,,,,
18/05/2012 21:00,10056,,,,,,
18/05/2012 20:00,9926,,,,,,
18/05/2012 19:00,9831,,,,,,
18/05/2012 18:00,9790,,,,,,
18/05/2012 17:00,9658,,,,,,
18/05/2012 16:00,9602,,,,,,
18/05/2012 15:00,9644,,,,,,
18/05/2012 14:00,9760,,,,,,
18/05/2012 13:00,9742,,,,,,
18/05/2012 12:00,9817,,,,,,
18/05/2012 11:00,9827,,,,,,
18/05/2012 10:00,9695,,,,,,
18/05/2012 9:00,9525,,,,,,
18/05/2012 8:00,9434,,,,,,
18/05/2012 7:00,8869,,,,,,
18/05/2012 6:00,7740,,,,,,
18/05/2012 5:00,7127,,,,,,
18/05/2012 4:00,6926,,,,,,
18/05/2012 3:00,6983,,,,,,
18/05/2012 2:00,7059,,,,,,
18/05/2012 1:00,7449,,,,,,
18/05/2012 0:00,7986,,,,,,
17/05/2012 23:00,8840,,,,,,
17/05/2012 22:00,9665,,,,,,
17/05/2012 21:00,10182,,,,,,
17/05/2012 20:00,10111,,,,,,
17/05/2012 19:00,10060,,,,,,
17/05/2012 18:00,10057,,,,,,
17/05/2012 17:00,9857,,,,,,
17/05/2012 16:00,9836,,,,,,
17/05/2012 15:00,9860,,,,,,
17/05/2012 14:00,9911,,,,,,
17/05/2012 13:00,9909,,,,,,
17/05/2012 12:00,10006,,,,,,
17/05/2012 11:00,9870,,,,,,
17/05/2012 10:00,9712,,,,,,
17/05/2012 9:00,9559,,,,,,
17/05/2012 8:00,9345,,,,,,
17/05/2012 7:00,8700,,,,,,
17/05/2012 6:00,7680,,,,,,
17/05/2012 5:00,7103,,,,,,
17/05/2012 4:00,6996,,,,,,
17/05/2012 3:00,7045,,,,,,
17/05/2012 2:00,7237,,,,,,
17/05/2012 1:00,7663,,,,,,
17/05/2012 0:00,8405,,,,,,
16/05/2012 23:00,9396,,,,,,
16/05/2012 22:00,10293,,,,,,
16/05/2012 21:00,10660,,,,,,
16/05/2012 20:00,10503,,,,,,
16/05/2012 19:00,10719,,,,,,
16/05/2012 18:00,10965,,,,,,
16/05/2012 17:00,10948,,,,,,
16/05/2012 16:00,10823,,,,,,
16/05/2012 15:00,10635,,,,,,
16/05/2012 14:00,10374,,,,,,
16/05/2012 13:00,10133,,,,,,
16/05/2012 12:00,9828,,,,,,
16/05/2012 11:00,9459,,,,,,
16/05/2012 10:00,8936,,,,,,
16/05/2012 9:00,8240,,,,,,
16/05/2012 8:00,7487,,,,,,
16/05/2012 7:00,7124,,,,,,
16/05/2012 6:00,7023,,,,,,
16/05/2012 5:00,7041,,,,,,
16/05/2012 4:00,7078,,,,,,
16/05/2012 3:00,7272,,,,,,
16/05/2012 2:00,7597,,,,,,
16/05/2012 1:00,8125,,,,,,
16/05/2012 0:00,8951,,,,,,
15/05/2012 23:00,9894,,,,,,
15/05/2012 22:00,10748,,,,,,
15/05/2012 21:00,11149,,,,,,
15/05/2012 20:00,11418,,,,,,
15/05/2012 19:00,11981,,,,,,
15/05/2012 18:00,12320,,,,,,
15/05/2012 17:00,12338,,,,,,
15/05/2012 16:00,12095,,,,,,
15/05/2012 15:00,11899,,,,,,
15/05/2012 14:00,11777,,,,,,
15/05/2012 13:00,11563,,,,,,
15/05/2012 12:00,11337,,,,,,
15/05/2012 11:00,10963,,,,,,
15/05/2012 10:00,10395,,,,,,
15/05/2012 9:00,9588,,,,,,
15/05/2012 8:00,8572,,,,,,
15/05/2012 7:00,7898,,,,,,
15/05/2012 6:00,7802,,,,,,
15/05/2012 5:00,7721,,,,,,
15/05/2012 4:00,7858,,,,,,
15/05/2012 3:00,8131,,,,,,
15/05/2012 2:00,8607,,,,,,
15/05/2012 1:00,9331,,,,,,
15/05/2012 0:00,10241,,,,,,
14/05/2012 23:00,11336,,,,,,
14/05/2012 22:00,12287,,,,,,
14/05/2012 21:00,12726,,,,,,
14/05/2012 20:00,12739,,,,,,
14/05/2012 19:00,13224,,,,,,
14/05/2012 18:00,13563,,,,,,
14/05/2012 17:00,13445,,,,,,
14/05/2012 16:00,13047,,,,,,
14/05/2012 15:00,12479,,,,,,
14/05/2012 14:00,11799,,,,,,
14/05/2012 13:00,11126,,,,,,
14/05/2012 12:00,10723,,,,,,
14/05/2012 11:00,10264,,,,,,
14/05/2012 10:00,9858,,,,,,
14/05/2012 9:00,9698,,,,,,
14/05/2012 8:00,9431,,,,,,
14/05/2012 7:00,8721,,,,,,
14/05/2012 6:00,7695,,,,,,
14/05/2012 5:00,7060,,,,,,
14/05/2012 4:00,6901,,,,,,
14/05/2012 3:00,6948,,,,,,
14/05/2012 2:00,7068,,,,,,
14/05/2012 1:00,7445,,,,,,
14/05/2012 0:00,8032,,,,,,
13/05/2012 23:00,8866,,,,,,
13/05/2012 22:00,9688,,,,,,
13/05/2012 21:00,10016,,,,,,
13/05/2012 20:00,9673,,,,,,
13/05/2012 19:00,9657,,,,,,
13/05/2012 18:00,9699,,,,,,
13/05/2012 17:00,9585,,,,,,
13/05/2012 16:00,9568,,,,,,
13/05/2012 15:00,9613,,,,,,
13/05/2012 14:00,9663,,,,,,
13/05/2012 13:00,9693,,,,,,
13/05/2012 12:00,9713,,,,,,
13/05/2012 11:00,9683,,,,,,
13/05/2012 10:00,9575,,,,,,
13/05/2012 9:00,9412,,,,,,
13/05/2012 8:00,9377,,,,,,
13/05/2012 7:00,8710,,,,,,
13/05/2012 6:00,7489,,,,,,
13/05/2012 5:00,7107,,,,,,
13/05/2012 4:00,7020,,,,,,
13/05/2012 3:00,7119,,,,,,
13/05/2012 2:00,7385,,,,,,
13/05/2012 1:00,7863,,,,,,
13/05/2012 0:00,8543,,,,,,
12/05/2012 23:00,9552,,,,,,
12/05/2012 22:00,10486,,,,,,
12/05/2012 21:00,11065,,,,,,
12/05/2012 20:00,11003,,,,,,
12/05/2012 19:00,11300,,,,,,
12/05/2012 18:00,11671,,,,,,
12/05/2012 17:00,11716,,,,,,
12/05/2012 16:00,11597,,,,,,
12/05/2012 15:00,11479,,,,,,
12/05/2012 14:00,11168,,,,,,
12/05/2012 13:00,10853,,,,,,
12/05/2012 12:00,10480,,,,,,
12/05/2012 11:00,10172,,,,,,
12/05/2012 10:00,9890,,,,,,
12/05/2012 9:00,9657,,,,,,
12/05/2012 8:00,9552,,,,,,
12/05/2012 7:00,8946,,,,,,
12/05/2012 6:00,7857,,,,,,
12/05/2012 5:00,7219,,,,,,
12/05/2012 4:00,7069,,,,,,
12/05/2012 3:00,7099,,,,,,
12/05/2012 2:00,7239,,,,,,
12/05/2012 1:00,7572,,,,,,
12/05/2012 0:00,8064,,,,,,
11/05/2012 23:00,8883,,,,,,
11/05/2012 22:00,9815,,,,,,
11/05/2012 21:00,10382,,,,,,
11/05/2012 20:00,10290,,,,,,
11/05/2012 19:00,10219,,,,,,
11/05/2012 18:00,10104,,,,,,
11/05/2012 17:00,9781,,,,,,
11/05/2012 16:00,9609,,,,,,
11/05/2012 15:00,9606,,,,,,
11/05/2012 14:00,9633,,,,,,
11/05/2012 13:00,9626,,,,,,
11/05/2012 12:00,9623,,,,,,
11/05/2012 11:00,9592,,,,,,
11/05/2012 10:00,9450,,,,,,
11/05/2012 9:00,9363,,,,,,
11/05/2012 8:00,9325,,,,,,
11/05/2012 7:00,8784,,,,,,
